Path,SHA,SHA256,Read scope,Live verification
docs/engineering/block-02/SHELL_2A_MANIFEST.json,d791adc19aade1015f4ba34cf4beb5ce2069c93f,229f6b8c4cc24af74398924d1d04a0ab9ff8a94999629a83350bcf2a55292820,report or structured metadata inspection,none
docs/engineering/block-02/COMPONENTS_2B_MANIFEST.json,d791adc19aade1015f4ba34cf4beb5ce2069c93f,b346079ed2c9eb37bca908e26268973bee9c484984887fd1ed23eef0df1ca419,report or structured metadata inspection,none
docs/engineering/block-02/COMPONENTS_2B_MAP.json,d791adc19aade1015f4ba34cf4beb5ce2069c93f,fc610cd15e441eab6578a8eb9f6296242c2e4b5a4c1ea0a64f5272381371b348,report or structured metadata inspection,none
docs/engineering/block-02/COMPONENTS_2B_IMPLEMENTATION.md,d791adc19aade1015f4ba34cf4beb5ce2069c93f,fdb4063c25ef4b01205679d29e04f0e33a9348607d94c8d4d31595b35679276a,report or structured metadata inspection,none
docs/engineering/block-02/SHELL_2A_TEST_RESULTS.json,d791adc19aade1015f4ba34cf4beb5ce2069c93f,778ca8091c5fb69ae228b267b7960ae2a1197d72a8617b6ad1630c90ec12e49e,report or structured metadata inspection,none
docs/engineering/block-02/SHELL_2A_ARCHITECTURE.md,d791adc19aade1015f4ba34cf4beb5ce2069c93f,1a3d1f1cc71bfbe49c9f3c04939880282f25d18b207d45899474d0956becdc29,report or structured metadata inspection,none
docs/engineering/block-02/COMPONENTS_2B_TEST_RESULTS.json,d791adc19aade1015f4ba34cf4beb5ce2069c93f,66bfcdcca86882f196bc7703c6d2b325fa90c682b02ef0affe9e3594a65b1500,report or structured metadata inspection,none
docs/pablicus/reviews/2026-09-12/2A_HANDOFF_REVIEW_R1.md,d791adc19aade1015f4ba34cf4beb5ce2069c93f,c1186d02817f9576931d70488f851245a847eeea089607c1287439965564ba58,report or structured metadata inspection,none
PABLICUS_CONTEXT.md,d791adc19aade1015f4ba34cf4beb5ce2069c93f,4bfdfb33564a437dadfaa914ba270bb7dd9767b842a9060cd237948626184d16,report or structured metadata inspection,none
pablicus/index.html,d791adc19aade1015f4ba34cf4beb5ce2069c93f,029103a74e2c74d46745d24e0e75ee64b34f4142a757591fa877810911924e8a,selected source sections / inventory extraction,login screenshot only
pablicus/design-tokens.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,6f4288f6007cbee2a465865feea31b143b63ff18a1ff341dfb23dd4e84857bfe,selected source sections / inventory extraction,none
pablicus/app.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,46a69885c288e7ab137c2c9fc79d9408554fcf4945bf5b50818bd397b76d7407,selected source sections / inventory extraction,none
pablicus/app-shell.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,35e7db8a635e8a1d0a7c3218c6b3e8fc4538c4320fd1ca0b91e18ae39dbe8ca8,selected source sections / inventory extraction,none
pablicus/component-registry.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,71f50b44dba1187e690706541204cf25ce5aab7c340e717ef05db580e5d4680c,selected source sections / inventory extraction,none
pablicus/shell.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,45e2b0eb8d15fbe71ddf6877b38211d206cbcb6c5bfdfd45f93cb1a337f1de75,selected source sections / inventory extraction,none
pablicus/controls.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,4a2fe5171cce102ae3ec95a154334e44e3bac9a0f945893f4f3a78ec9626c11a,selected source sections / inventory extraction,none
pablicus/rich-composer.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,319f1e176216385432edbb46b296179e670135c55423f1fc00c1c0d8803db628,selected source sections / inventory extraction,none
pablicus/rich-composer.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,02508818ede9523f102a9125ca624d8806da1bf64d2dbb0682841270e1e210b8,selected source sections / inventory extraction,none
pablicus/rich-message.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,af99cb12d86810d4cf67179d677e48fc11818d0676b230eda757911777d8e7e2,selected source sections / inventory extraction,none
pablicus/rich-message.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,0876004edd7309ae4b59665c99b3b68d7d9875976d03cf47a757aeea0f699683,selected source sections / inventory extraction,none
pablicus/chat.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,513dab818cc6e8e2df82ff944b5d72dc3066cfe0a7e98845d0c72a79d64c0d58,selected source sections / inventory extraction,none
pablicus/chat-canvas.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,f2ef004e99d523b0d4328806170208bf343896d96a856b22a18c902cb50750ca,selected source sections / inventory extraction,none
pablicus/chat-canvas.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,936894da9b4a7cac81f72baff0c96bca410bd5c9b8e8df7086b3b8eff167f912,selected source sections / inventory extraction,none
pablicus/chat-library.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,bf5c7f10c53c85132795e2583944b97985ba8fda8a9e8667c5c62e1babaebff0,selected source sections / inventory extraction,none
pablicus/chat-library.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,c7db6f3b0e88ce289d653c969545c07ec012f40339b46f559297a91d13083226,selected source sections / inventory extraction,none
pablicus/tasks-home.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,315573a540160b1b5a415bcba949bff1d9c680596f932adef3162a0d945cfe8c,selected source sections / inventory extraction,none
pablicus/tasks-home.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,a4bd13fe05939db8ac6895975fcd7fbe6edf6c651680c84d09914e5dfda76b81,selected source sections / inventory extraction,none
pablicus/workspace-editor.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,78d04bbad140a8834ae99d66fc013aa20febcda38ac6b7dc7d24785137c7a8da,selected source sections / inventory extraction,none
pablicus/workspace-editor.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,74ca37640dab5962e7aa33553e0a9e4e90ec430890d4f977e81e5656ba655d10,selected source sections / inventory extraction,none
pablicus/workspace-quick.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,dd1e74f2d462741a2ef925d4c6716915024f6547d3b40d8919da627f7cb0d754,selected source sections / inventory extraction,none
pablicus/workspace-quick.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,d5f87d0d6cda3895c0c4f9959b3f88f6b1208921b31dc8f829e53415b630fb29,selected source sections / inventory extraction,none
pablicus/media-viewer.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,5bc722f2d0df2ac682b2ca4c6aae189851595fee8ae661c4dadf48b228a858e9,selected source sections / inventory extraction,none
pablicus/media-viewer.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,cb6cc79d5f3481b96e90f23bf20718582241d6f22e242099ef32808d48f70dd1,selected source sections / inventory extraction,none
pablicus/message-menu.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,713b4e3886ee227652da4033fba111d343e9c76c5b2b30f5aa8bf60175bcdf8d,selected source sections / inventory extraction,none
pablicus/message-menu.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,698b73803fc67be94259aed70bc962d32598ace0c3695a76f7b8e9aa6ec4ec2c,selected source sections / inventory extraction,none
pablicus/people.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,47b67f909cd20d85c403ebdf163fb4f0dcfce92f726c3512340d0cd997118356,selected source sections / inventory extraction,none
pablicus/people.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,a91a1c08804f6dbd299f0836db37e50d1517dbf24e69687a8a3bfd2344c30735,selected source sections / inventory extraction,none
pablicus/bots.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,cfd12f085b59bcc8e88d73898bd148a6f49de6cfcfb111d9b6a3786ae808b569,selected source sections / inventory extraction,none
pablicus/bot-factory.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,82e69963963d012c2008855ea5d22babd7693e48bc86dceef2c07c898aefd4ab,selected source sections / inventory extraction,none
pablicus/bot-scenario-editor.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,598de7eb8428b1ebaf263b52d7c8170fcb9e24ac768bc1dfb85a0cdc6c0c8e22,selected source sections / inventory extraction,none
pablicus/push-notifications.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,d02fda496151815cd6c649af585fe07fbacc0f3e98a1ea21f9a94441df99149a,selected source sections / inventory extraction,none
pablicus/inbox-monitor.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,489e0532490d7b7f0bd09b3ac372945e6de5af70d258fe0cbe613f701926d581,selected source sections / inventory extraction,none
pablicus/style.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,ff8d9b36e411f25d41433708767ad734074b9d54d7b7291bec6916b312c535a5,selected source sections / inventory extraction,none
pablicus/pablicus.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,edf8d8e8a4b2af4bae5d9cd882799e9bc2439d2c550ec2eaed0f9dbca3515a81,selected source sections / inventory extraction,none
pablicus/public-ui-foundation.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,5d438c12400cf496fa2a6b4adc43295df2f5be78e0cacefb6815917f57d36943,selected source sections / inventory extraction,none
pablicus/chat-minimal.css,d791adc19aade1015f4ba34cf4beb5ce2069c93f,78048b924a601b7b288e71e66c2dc6156174a60f5b990f223272abf39a914336,selected source sections / inventory extraction,none
pablicus/creation-flows.js,d791adc19aade1015f4ba34cf4beb5ce2069c93f,557b88f47c9eed90a7854c887bba655978e8e915870f8e6f3aa6ecfdb2282d3e,selected source sections / inventory extraction,none
pablicus/assets/PROVENANCE.json,d791adc19aade1015f4ba34cf4beb5ce2069c93f,1f8dc2bcf536a6f41ceb77e9bd08e70374491161ca18838c05e056e6fb10a91c,selected source sections / inventory extraction,none
pablicus/ASSET_MANIFEST.json,d791adc19aade1015f4ba34cf4beb5ce2069c93f,e0c533c5dc81771397e4221dd66480a84fb7bde4b5a6e262922f3a121ec105c5,selected source sections / inventory extraction,none
